Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A799479,,07/12/2019 11:03:00 AM,07/12/2019 11:03:00 AM,Carillon Way And Wedding Drive in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,Tan/White,,07/17/2019 05:53:00 PM,07/17/2019 05:53:00 PM,07/09/2017,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tan/White,0.0
A774204,,06/11/2018 03:26:00 PM,06/11/2018 03:26:00 PM,Stassney Lane And Terry Drive in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Tan/White,,06/15/2018 05:45:00 PM,06/15/2018 05:45:00 PM,04/11/2018,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tan/White,0.0
A763271,*Joy,12/06/2017 01:41:00 PM,12/06/2017 01:41:00 PM,1604 Wheless Lane in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Pit Bull Mix,Blue/White,*Joy,12/19/2017 04:13:00 PM,12/19/2017 04:13:00 PM,02/06/2017,Dog,Spayed Female,10 months,Pit Bull Mix,Blue/White,0.0
A728317,Cesar,06/02/2016 11:50:00 AM,06/02/2016 11:50:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,Cesar,08/20/2016 02:47:00 PM,08/20/2016 02:47:00 PM,06/02/2014,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A739090,*Hanna,11/27/2016 05:22:00 PM,11/27/2016 05:22:00 PM,Oak Meadow Dr And Hwy 290 in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Pit Bull Mix,Fawn,*Hanna,12/08/2016 05:11:00 PM,12/08/2016 05:11:00 PM,04/27/2016,Dog,Spayed Female,7 months,Pit Bull Mix,Fawn,0.0
A730275,Chai,11/12/2016 01:47:00 PM,11/12/2016 01:47:00 PM,2320 Gracy Farms Ln in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Chinese Sharpei Mix,Brown,Chai,11/20/2016 05:59:00 PM,11/20/2016 05:59:00 PM,07/01/2015,Dog,Spayed Female,1 year,Chinese Sharpei Mix,Brown,0.0
A747666,,04/23/2017 11:49:00 AM,04/23/2017 11:49:00 AM,10000 North Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,,05/13/2017 03:36:00 PM,05/13/2017 03:36:00 PM,03/16/2017,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby,0.0
A776976,*Rose,07/21/2018 03:03:00 PM,07/21/2018 03:03:00 PM,2600 Esperanza Crossing in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,*Rose,08/30/2018 04:38:00 PM,08/30/2018 04:38:00 PM,06/13/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A705920,*Dancer,06/22/2015 04:13:00 PM,06/22/2015 04:13:00 PM,2901 Montopolis Dr in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Pit Bull/Labrador Retriever,Black/White,*Dancer,11/26/2015 09:50:00 AM,11/26/2015 09:50:00 AM,06/23/2014,Dog,Spayed Female,1 year,Pit Bull/Labrador Retriever,Black/White,0.0
A634858,Maggie,08/09/2014 01:28:00 PM,08/09/2014 01:28:00 PM,Ledesma And Springdale in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Black/Brown,Maggie,08/14/2014 11:23:00 AM,08/14/2014 11:23:00 AM,12/15/2011,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Black/Brown,0.0
A754737,Romeo,07/24/2017 02:01:00 PM,07/24/2017 02:01:00 PM,Hansford & Rundberg in Austin (TX),Stray,Injured,Dog,Neutered Male,8 years,Rat Terrier Mix,White/Blue,Romeo,07/31/2017 11:16:00 AM,07/31/2017 11:16:00 AM,04/28/2009,Dog,Neutered Male,8 years,Rat Terrier Mix,White/Blue,0.0
A710712,Jack,08/26/2015 04:08:00 PM,08/26/2015 04:08:00 PM,Stassney And Manchaca in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Golden Retriever,Yellow/White,Jack,08/28/2015 03:58:00 PM,08/28/2015 03:58:00 PM,08/26/2014,Dog,Neutered Male,1 year,Labrador Retriever/Golden Retriever,Yellow/White,0.0
A756307,Nina,08/17/2017 12:17:00 PM,08/17/2017 12:17:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie,Nina,08/18/2017 12:59:00 PM,08/18/2017 12:59:00 PM,06/12/2017,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie,0.0
A786539,,12/27/2018 12:17:00 PM,12/27/2018 12:17:00 PM,Elroy Road And Fagerquist Road in Del Valle (TX),Stray,Normal,Dog,Intact Female,1 month,St. Bernard Rough Coat Mix,Black/Tan,,01/03/2019 04:18:00 PM,01/03/2019 04:18:00 PM,11/02/2018,Dog,Intact Female,2 months,St. Bernard Rough Coat Mix,Black/Tan,0.0
A788876,,02/10/2019 03:43:00 PM,02/10/2019 03:43:00 PM,5621 N Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull Mix,Blue/White,,02/14/2019 06:11:00 PM,02/14/2019 06:11:00 PM,12/13/2018,Dog,Intact Male,2 months,Pit Bull Mix,Blue/White,0.0
A545301,Audie,08/04/2015 02:13:00 PM,08/04/2015 02:13:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Maine Coon,Torbie,Audie,08/23/2015 06:41:00 PM,08/23/2015 06:41:00 PM,06/02/2007,Cat,Spayed Female,8 years,Maine Coon,Torbie,0.0
A774937,,06/22/2018 11:10:00 AM,06/22/2018 11:10:00 AM,23393 Nameless Road in Travis (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown,,06/24/2018 04:36:00 PM,06/24/2018 04:36:00 PM,04/22/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown,0.0
A775203,*Joey,06/26/2018 11:41:00 AM,06/26/2018 11:41:00 AM,7259 Wardman in Travis (TX),Stray,Injured,Cat,Intact Male,3 months,Domestic Shorthair Mix,White/Orange Tabby,*Joey,02/05/2019 12:18:00 PM,02/05/2019 12:18:00 PM,03/11/2018,Cat,Neutered Male,10 months,Domestic Shorthair Mix,White/Orange Tabby,0.0
A730288,*Nemo,07/01/2016 01:52:00 PM,07/01/2016 01:52:00 PM,2903 Reydell Ave in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Siamese,Lynx Point,*Nemo,08/19/2016 01:23:00 PM,08/19/2016 01:23:00 PM,04/26/2016,Cat,Neutered Male,3 months,Siamese,Lynx Point,0.0
A781730,*Butter,10/04/2018 02:45:00 PM,10/04/2018 02:45:00 PM,1402 Demaret Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Cream Tabby,*Butter,12/19/2019 12:25:00 PM,12/19/2019 12:25:00 PM,09/04/2018,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby,0.0
A686704,Molly,08/25/2014 03:55:00 PM,08/25/2014 03:55:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Chihuahua Shorthair/Dachshund,Chocolate/White,Molly,08/30/2014 04:21:00 PM,08/30/2014 04:21:00 PM,08/25/2009,Dog,Spayed Female,5 years,Chihuahua Shorthair/Dachshund,Chocolate/White,0.0
A699983,*Forrest,04/05/2015 03:47:00 PM,04/05/2015 03:47:00 PM,1054 Springdale in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,*Forrest,05/01/2015 05:25:00 PM,05/01/2015 05:25:00 PM,04/05/2013,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A784699,Brady,11/19/2018 11:35:00 AM,11/19/2018 11:35:00 AM,14013 Briar Creek Loop in Manor (TX),Stray,Normal,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,Tan/White,Brady,01/09/2019 04:17:00 PM,01/09/2019 04:17:00 PM,11/19/2010,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan/White,0.0
A796454,*Ob,06/01/2019 06:10:00 PM,06/01/2019 06:10:00 PM,6307 Bluff Springs Road in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White,*Ob,07/08/2019 04:42:00 PM,07/08/2019 04:42:00 PM,06/01/2017,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White,0.0
A687132,Benz,09/01/2014 11:03:00 AM,09/01/2014 11:03:00 AM,9500 Dessau Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,German Shepherd,Brown/Black,Benz,09/04/2014 06:34:00 PM,09/04/2014 06:34:00 PM,09/02/2012,Dog,Neutered Male,2 years,German Shepherd,Brown/Black,0.0
A669143,Skippy,12/15/2013 03:59:00 PM,12/15/2013 03:59:00 PM,4313 S 1St St in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,Skippy,12/24/2013 03:41:00 PM,12/24/2013 03:41:00 PM,10/24/2013,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,0.0
A699286,,03/25/2015 11:01:00 AM,03/25/2015 11:01:00 AM,12301 Farnish Cv in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Black/White,,03/26/2015 09:00:00 AM,03/26/2015 09:00:00 AM,03/25/2013,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Black/White,0.0
A699316,,03/25/2015 02:02:00 PM,03/25/2015 02:02:00 PM,Scout Island Cir S And Cone Cir in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Australian Shepherd Mix,Tricolor,,04/03/2015 03:05:00 PM,04/03/2015 03:05:00 PM,03/25/2011,Dog,Neutered Male,4 years,Australian Shepherd Mix,Tricolor,0.0
A736620,*Izumo,10/14/2016 11:11:00 AM,10/14/2016 11:11:00 AM,4701 Gonzales St in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,*Izumo,12/15/2016 03:30:00 PM,12/15/2016 03:30:00 PM,08/23/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,0.0
A700970,Yogi,04/21/2015 11:03:00 PM,04/21/2015 11:03:00 PM,4609 Mantle Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black/White,Yogi,04/23/2015 03:25:00 PM,04/23/2015 03:25:00 PM,04/21/2005,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black/White,0.0
A775884,,07/06/2018 08:33:00 AM,07/06/2018 08:33:00 AM,6311 Emerald Forest Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Dachshund/Chihuahua Shorthair,Red,,07/09/2018 06:27:00 PM,07/09/2018 06:27:00 PM,07/06/2016,Dog,Neutered Male,2 years,Dachshund/Chihuahua Shorthair,Red,0.0
A715865,*Polly,11/11/2015 03:59:00 PM,11/11/2015 03:59:00 PM,2803 Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair/Dachshund,Black/White,*Polly,11/21/2015 01:03:00 PM,11/21/2015 01:03:00 PM,11/11/2012,Dog,Spayed Female,3 years,Chihuahua Shorthair/Dachshund,Black/White,0.0
A791052,,03/20/2019 05:56:00 PM,03/20/2019 05:56:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,German Shorthair Pointer/Australian Cattle Dog,Chocolate/White,,03/22/2019 12:10:00 PM,03/22/2019 12:10:00 PM,01/20/2019,Dog,Spayed Female,1 month,German Shorthair Pointer/Australian Cattle Dog,Chocolate/White,0.0
A712109,,09/17/2015 11:18:00 AM,09/17/2015 11:18:00 AM,5701 Johnny Morris in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue,,09/17/2015 12:23:00 PM,09/17/2015 12:23:00 PM,08/26/2015,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue,0.0
A683706,*Gloria,07/14/2014 11:50:00 AM,07/14/2014 11:50:00 AM,12724 Collindale Cv in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Longhair Mix,Black/White,*Gloria,09/01/2014 02:45:00 PM,09/01/2014 02:45:00 PM,06/08/2014,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black/White,0.0
A720125,,02/03/2016 04:57:00 PM,02/03/2016 04:57:00 PM,Austin (TX),Stray,Nursing,Dog,Intact Female,3 days,Australian Cattle Dog/Boxer,Brown Brindle/White,,04/04/2016 06:23:00 PM,04/04/2016 06:23:00 PM,01/31/2016,Dog,Spayed Female,2 months,Australian Cattle Dog/Boxer,Brown Brindle/White,0.0
A775712,*Cha Cha,07/03/2018 04:00:00 PM,07/03/2018 04:00:00 PM,2204 West Slaughter Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,*Cha Cha,09/13/2018 01:39:00 PM,09/13/2018 01:39:00 PM,05/23/2018,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,0.0
A784129,Lila,11/12/2018 12:03:00 PM,11/12/2018 12:03:00 PM,Anderson Mill Road And Centennial Trail in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Black/White,Lila,11/12/2018 02:05:00 PM,11/12/2018 02:05:00 PM,11/12/2017,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Black/White,0.0
A774140,,06/10/2018 06:10:00 PM,06/10/2018 06:10:00 PM,8800 N Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue,,06/15/2018 01:28:00 PM,06/15/2018 01:28:00 PM,04/22/2018,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue,0.0
A777649,,08/01/2018 09:52:00 AM,08/01/2018 09:52:00 AM,3601 S Congress in Austin (TX),Wildlife,Injured,Bird,Unknown,3 months,Whimbrel Mix,Brown/Gray,,08/01/2018 10:42:00 AM,08/01/2018 10:42:00 AM,05/01/2018,Bird,Unknown,3 months,Whimbrel Mix,Brown/Gray,1.0
A409637,Stanley,04/02/2016 11:36:00 AM,04/02/2016 11:36:00 AM,Austin (TX),Stray,Aged,Dog,Neutered Male,11 years,Rat Terrier Mix,White/Black,Stanley,04/07/2016 06:33:00 PM,04/07/2016 06:33:00 PM,10/25/2004,Dog,Neutered Male,11 years,Rat Terrier Mix,White/Black,0.0
A726472,*Nadia,05/11/2016 12:50:00 PM,05/11/2016 12:50:00 PM,7101 Ed Bluestein Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Catahoula/Plott Hound,Sable/White,*Nadia,07/07/2016 03:21:00 PM,07/07/2016 03:21:00 PM,05/11/2016,Dog,Spayed Female,1 month,Catahoula/Plott Hound,Sable/White,0.0
A670433,,01/08/2014 10:59:00 AM,01/08/2014 10:59:00 AM,400 Blackson Ave in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,Miniature Poodle Mix,White,,01/13/2014 04:06:00 PM,01/13/2014 04:06:00 PM,01/08/2008,Dog,Neutered Male,6 years,Miniature Poodle Mix,White,0.0
A776419,,07/13/2018 02:11:00 PM,07/13/2018 02:11:00 PM,705 West Milton in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby,,07/17/2018 05:23:00 PM,07/17/2018 05:23:00 PM,07/13/2016,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby,0.0
A743139,Rayne,02/04/2017 02:27:00 PM,02/04/2017 02:27:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Pit Bull Mix,Red,Rayne,02/23/2017 02:52:00 PM,02/23/2017 02:52:00 PM,02/04/2012,Dog,Spayed Female,5 years,Pit Bull Mix,Red,0.0
A780604,*Victoria,09/17/2018 01:42:00 PM,09/17/2018 01:42:00 PM,West 6Th Street And Lavaca  Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Beagle/Labrador Retriever,Tan/White,*Victoria,10/30/2018 12:20:00 PM,10/30/2018 12:20:00 PM,09/17/2017,Dog,Intact Female,1 year,Beagle/Labrador Retriever,Tan/White,0.0
A720067,Pippi,02/02/2016 11:01:00 AM,02/02/2016 11:01:00 AM,Del Valle (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Tortie,Pippi,02/04/2016 05:04:00 PM,02/04/2016 05:04:00 PM,11/02/2015,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,0.0
A753414,*Sammich,07/06/2017 09:45:00 AM,07/06/2017 09:45:00 AM,12138 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair/Beagle,Tricolor,*Sammich,07/25/2017 11:05:00 AM,07/25/2017 11:05:00 AM,07/06/2015,Dog,Intact Male,2 years,Chihuahua Shorthair/Beagle,Tricolor,0.0
A666283,*Sen,10/29/2013 05:35:00 PM,10/29/2013 05:35:00 PM,4200 Glomar Ave in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White,*Sen,02/22/2014 12:22:00 PM,02/22/2014 12:22:00 PM,10/29/2011,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White,0.0
A781421,,09/29/2018 10:50:00 AM,09/29/2018 10:50:00 AM,Austin (TX),Owner Surrender,Injured,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby,,09/29/2018 12:17:00 PM,09/29/2018 12:17:00 PM,09/07/2018,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A752310,,06/21/2017 02:02:00 AM,06/21/2017 02:02:00 AM,6501 Corpus Christi in Travis (TX),Public Assist,Normal,Dog,Spayed Female,8 years,Labrador Retriever Mix,Brown,,06/21/2017 04:40:00 PM,06/21/2017 04:40:00 PM,06/21/2009,Dog,Spayed Female,8 years,Labrador Retriever Mix,Brown,0.0
A781612,,10/02/2018 01:11:00 PM,10/02/2018 01:11:00 PM,5516 Spring Meadow Road in Austin (TX),Stray,Nursing,Cat,Intact Male,1 day,Domestic Shorthair Mix,Black/White,,12/23/2018 12:00:00 PM,12/23/2018 12:00:00 PM,10/01/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A693067,Molly,12/01/2014 01:01:00 PM,12/01/2014 01:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Beagle Mix,Tricolor,Molly,02/14/2015 06:42:00 PM,02/14/2015 06:42:00 PM,12/01/2013,Dog,Spayed Female,1 year,Beagle Mix,Tricolor,0.0
A721190,Paloma,02/23/2016 11:16:00 AM,02/23/2016 11:16:00 AM,6505 Lynch in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,White/Black,Paloma,02/23/2016 03:21:00 PM,02/23/2016 03:21:00 PM,02/23/2011,Dog,Spayed Female,5 years,Pit Bull Mix,White/Black,0.0
A812297,,01/19/2020 12:51:00 PM,01/19/2020 12:51:00 PM,8028 Brown Cemetary Road in Manor (TX),Stray,Normal,Dog,Intact Female,4 months,Collie Smooth Mix,White/Tricolor,,01/25/2020 03:30:00 PM,01/25/2020 03:30:00 PM,09/04/2019,Dog,Spayed Female,4 months,Collie Smooth Mix,White/Tricolor,0.0
A774012,*Lancelot,06/08/2018 06:42:00 PM,06/08/2018 06:42:00 PM,2131 William Barton Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,7 months,Labrador Retriever Mix,Cream,*Lancelot,06/20/2018 08:30:00 AM,06/20/2018 08:30:00 AM,10/08/2017,Dog,Neutered Male,8 months,Labrador Retriever Mix,Cream,0.0
A723843,Timmy,04/18/2016 06:26:00 PM,04/18/2016 06:26:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,13 years,Domestic Medium Hair/Maine Coon,Brown Tabby,Timmy,05/22/2016 06:00:00 PM,05/22/2016 06:00:00 PM,04/07/2003,Cat,Neutered Male,13 years,Domestic Medium Hair/Maine Coon,Brown Tabby,0.0
A806217,Butters,10/07/2019 12:52:00 PM,10/07/2019 12:52:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Cream Tabby,Butters,10/13/2019 05:46:00 PM,10/13/2019 05:46:00 PM,07/29/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby,0.0
A758351,,09/14/2017 09:15:00 PM,09/14/2017 09:15:00 PM,4425 Red River St in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,09/15/2017 08:48:00 AM,09/15/2017 08:48:00 AM,09/14/2016,Other,Unknown,1 year,Bat Mix,Brown,1.0
A720628,Mia,02/13/2016 08:02:00 AM,02/13/2016 08:02:00 AM,2504 Huntwick in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White,Mia,02/14/2016 12:45:00 PM,02/14/2016 12:45:00 PM,08/14/2014,Dog,Intact Female,1 year,Pit Bull Mix,White,0.0
A811422,,01/03/2020 12:46:00 PM,01/03/2020 12:46:00 PM,11317 Doyle Overton Road in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever,Black/White,,01/10/2020 03:10:00 PM,01/10/2020 03:10:00 PM,11/26/2019,Dog,Intact Male,1 month,Labrador Retriever,Black/White,0.0
A798105,,06/21/2019 03:44:00 PM,06/21/2019 03:44:00 PM,6506 Bluesky Way in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,06/21/2019 04:07:00 PM,06/21/2019 04:07:00 PM,06/21/2018,Other,Unknown,1 year,Bat,Brown,1.0
A786297,Pixie,12/21/2018 01:51:00 PM,12/21/2018 01:51:00 PM,1501 Town Creek Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,Pixie,12/21/2018 03:34:00 PM,12/21/2018 03:34:00 PM,12/21/2017,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,0.0
A750578,Suzie,05/29/2017 11:01:00 AM,05/29/2017 11:01:00 AM,Pearce Ln And Ross Rd in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd Mix,Black/White,Suzie,05/29/2017 02:28:00 PM,05/29/2017 02:28:00 PM,05/29/2016,Dog,Intact Female,1 year,German Shepherd Mix,Black/White,0.0
A781552,,10/11/2018 12:38:00 PM,10/11/2018 12:38:00 PM,Hammerhill Run And South Pleasant Valley Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Dachshund Longhair Mix,Brown,,10/15/2018 05:08:00 PM,10/15/2018 05:08:00 PM,06/15/2018,Dog,Neutered Male,4 months,Dachshund Longhair Mix,Brown,0.0
A680909,Peaches,12/21/2019 03:17:00 PM,12/21/2019 03:17:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Siamese,Flame Point,Peaches,12/26/2019 10:51:00 AM,12/26/2019 10:51:00 AM,04/02/2014,Cat,Spayed Female,5 years,Siamese,Flame Point,0.0
A807683,,10/28/2019 12:34:00 PM,10/28/2019 12:34:00 PM,10505 Bilbrook Place in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Medium Hair,Tortie,,11/03/2019 05:26:00 PM,11/03/2019 05:26:00 PM,06/28/2019,Cat,Spayed Female,4 months,Domestic Medium Hair,Tortie,0.0
A673652,Fancy,02/28/2014 11:41:00 AM,02/28/2014 11:41:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Papillon/Border Collie,Black/White,Fancy,03/28/2014 02:39:00 PM,03/28/2014 02:39:00 PM,02/28/2012,Dog,Neutered Male,2 years,Papillon/Border Collie,Black/White,0.0
A686594,,08/24/2014 08:31:00 AM,08/24/2014 08:31:00 AM,Vargas St. in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Catahoula/Labrador Retriever,Black/White,,08/31/2014 11:39:00 AM,08/31/2014 11:39:00 AM,04/24/2014,Dog,Intact Male,4 months,Catahoula/Labrador Retriever,Black/White,0.0
A699611,Cupcake,03/30/2015 06:59:00 PM,03/30/2015 06:59:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Yellow Brindle,Cupcake,04/07/2015 06:41:00 PM,04/07/2015 06:41:00 PM,03/30/2013,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Yellow Brindle,0.0
A766816,*Viola,02/17/2018 12:33:00 PM,02/17/2018 12:33:00 PM,9721 Bock Road in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Cattle Dog Mix,Tan/White,*Viola,09/15/2018 01:03:00 PM,09/15/2018 01:03:00 PM,02/17/2016,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Tan/White,0.0
A729432,*Joel,06/18/2016 01:51:00 PM,06/18/2016 01:51:00 PM,9500 South Ih -35 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,*Joel,08/05/2016 06:00:00 PM,08/05/2016 06:00:00 PM,04/18/2016,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,0.0
A717866,,12/16/2015 03:36:00 PM,12/16/2015 03:36:00 PM,7520 Aspen Brook Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,,12/20/2015 07:34:00 PM,12/20/2015 07:34:00 PM,12/16/2013,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,0.0
A787628,Sparky,01/17/2019 12:45:00 PM,01/17/2019 12:45:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Yorkshire Terrier Mix,Gray/Black,Sparky,01/17/2019 07:06:00 PM,01/17/2019 07:06:00 PM,01/17/2013,Dog,Neutered Male,6 years,Yorkshire Terrier Mix,Gray/Black,0.0
A531278,Monster,09/11/2015 11:15:00 AM,09/11/2015 11:15:00 AM,14700 Earl Grey Ln in Travis (TX),Stray,Normal,Dog,Intact Male,7 years,Pit Bull,Gray/White,Monster,09/11/2015 12:34:00 PM,09/11/2015 12:34:00 PM,04/19/2008,Dog,Intact Male,7 years,Pit Bull,Gray/White,0.0
A600056,Buddy,03/29/2017 09:08:00 AM,03/29/2017 09:08:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,Cairn Terrier Mix,Black/White,Buddy,03/30/2017 12:46:00 PM,03/30/2017 12:46:00 PM,11/05/2009,Dog,Neutered Male,7 years,Cairn Terrier Mix,Black/White,0.0
A753765,*Tipper,07/10/2017 06:28:00 PM,07/10/2017 06:28:00 PM,6937 N Interstate Hwy 35 in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue/White,*Tipper,07/29/2017 12:33:00 PM,07/29/2017 12:33:00 PM,07/10/2016,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue/White,0.0
